Purchase Order,Vendor,Receipt ID,Vendor Invoice ID,Item,Unit,SKU,Barcode,Vendor Item ID,Date,Cost/Unit,Total Quantity,Total Cost,Shipping&Handling,Taxes,Misc Costs,Total Costs,Correction ID,Delta,Remarks
1167,Westpoint Naturals,1024,143364,"Quinoa, Tri Colour Organic",Bag,1E+11,1E+11,60994,03/12/19,105,1,105,,,,,,,
1167,Westpoint Naturals,1024,143364,"Sour Worms, 92% Organic Vegan",Case,1E+11,1E+11,90695,03/12/19,105,1,105,,,,,,,
1167,Westpoint Naturals,1024,143364,"Tapioca Starch, Organic",Bag,1-0000545,1E+11,60883,03/12/19,29.7,1,29.7,,,,,,,
1168,Namasthé Tea Co.,,,,,,,,03/04/19,,6,605.4,0,0,0,0,,,
1168,Namasthé Tea Co.,1025,29851,,,,,,03/12/19,,6,634,,,,,,,
1168,Namasthé Tea Co.,1025,29851,"Breakfast Tea, Fresh Tracks - Namasthé Tea Co.",KG,1-0000235,1E+11,,03/12/19,79,2,158,,,,,,,
1168,Namasthé Tea Co.,1025,29851,Cold&Flu - Namasthé Tea Co.,KG,1-0000745,1E+11,,03/12/19,150,2,300,,,,,,,
1168,Namasthé Tea Co.,1025,29851,Earl Grey Tea - Namasthé Tea Co.,KG,1-0000234,1E+11,,03/12/19,88,2,176,,,,,,,
1169,Horizon Distributors,,,,,,,,03/04/19,,9,414.19,0,0,0,0,,,
1169,Horizon Distributors,1008,688725,,,,,,03/06/19,,3,269.23,,,,,,,
1169,Horizon Distributors,1008,688725,Baking Soda,Bag,1-0001207,1E+11,2010,03/06/19,12.29,1,12.29,,,,,,,
1169,Horizon Distributors,1008,688725,Toasted Sesame Oil - Unrefined,Container,1E+11,1E+11,28200,03/06/19,216.3,1,216.3,,,,,,,
1169,Horizon Distributors,1008,688725,"Tofu, Pressed Organic - Sunrise",Container,1-0000162,1E+11,40306,03/06/19,40.64,1,40.64,,,,,,,
1170,Flourgirl Baking,,,,,,,,03/05/19,,48,103.2,0,0,5,5,,,
1170,Flourgirl Baking,996,1074,,,,,,03/05/19,,48,103.2,,,,,,,
1170,Flourgirl Baking,996,1074,Sinnabun - Flourgirl Baking,Unit,1E+11,1E+11,,03/05/19,2.15,48,103.2,,,,,,,
1171,Holy Homous,,,,,,,,03/06/19,,3,30,0,0,0,0,,,
1171,Holy Homous,997,552595,,,,,,03/06/19,,3,30,,,,,,,
1171,Holy Homous,997,552595,"Homous, Original - Holy Homous",KG,1-0000764,1E+11,,03/06/19,10,2,20,,,,,,,
1171,Holy Homous,997,552595,"Homous, Red Pepper - Holy Homous",KG,1-0000765,1E+11,,03/06/19,10,1,10,,,,,,,
1172,BobAli Foods,,,,,,,,03/06/19,,5.5,80.5,0,0,0,0,,,
1172,BobAli Foods,1002,4687,,,,,,03/06/19,,5.5,80.5,,,,,,,
1172,BobAli Foods,1002,4687,"Hummus, Roasted Garlic & Truffle - BobAli Foods",KG,1-0000488,1E+11,,03/06/19,14,2,28,,,,,,,
1172,BobAli Foods,1002,4687,"Hummus, Yam & Chipotle - BobAli Foods",KG,1-0000568,1E+11,,03/06/19,14,2,28,,,,,,,
1172,BobAli Foods,1002,4687,"Cilantro, Mint & Lime Pesto - BobAli Foods",KG,1-0000487,1E+11,,03/06/19,21,0.5,10.5,,,,,,,
1172,BobAli Foods,1002,4687,"Tapenade, Kalamata - BobAli Foods",KG,1-0000486,1E+11,,03/06/19,14,1,14,,,,,,,
1173,Rehoboth Farm,,,,,,,,03/06/19,,4,300,0,0,0,0,,,
1173,Rehoboth Farm,1004,1427,,,,,,03/06/19,,4,300,,,,,,,
1173,Rehoboth Farm,1004,1427,"Large Eggs, Dozen - Rehoboth Farm",Case,1-0000914,1E+11,,03/06/19,75,4,300,,,,,,,
1174,Left Coast Naturals,,,,,,,,03/06/19,,16,1463.74,0,2.94,0,2.94,,,
1174,Left Coast Naturals,1026,10170601,,,,,,03/12/19,,14,1182.21,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Garbanzo Flour, Organic",Bag,1-0000187,1E+11,7529,03/12/19,70,1,70,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Cashews, Raw Pieces Organic",Bag,1-0000258,1E+11,6007,03/12/19,238.25,1,238.25,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Sunflower Seeds, Hulled Raw Organic",Bag,1-0000273,1E+11,3006,03/12/19,80.5,1,80.5,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Pumpkin Seeds, Hulled Raw Organic",Bag,1-0000269,1E+11,3001,03/12/19,89.38,1,89.38,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Medjool Dates, Organic",Box,1-0000509,1E+11,4027,03/12/19,89.32,2,178.64,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Mango, Dried Organic",Bag,1-0000251,1E+11,4006,03/12/19,52.65,2,105.3,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Cranberries, Dried Organic",Bag,1-0000693,1E+11,4002,03/12/19,58.7,1,58.7,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Elbow Macaroni, Quinoa Organic",Bag,1-0001196,1E+11,8502,03/12/19,131.6,1,131.6,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Penne, Quinoa Organic",Bag,1E+11,1E+11,8500,03/12/19,131.6,1,131.6,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Spelt Flour, Fine Organic",Bag,1-0000186,1E+11,7535,03/12/19,39,1,39,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Unbleached White Flour, Organic",Bag,1-0000190,1E+11,7510,03/12/19,31.24,1,31.24,,,,,,,
1174,Left Coast Naturals,1026,10170601,"Whole Wheat Flour, Organic",Bag,1-0000191,1E+11,7536,03/12/19,28,1,28,,,,,,,
1175,Tempea Natural Foods,,,,,,,,03/06/19,,1,40.5,0,0,0,0,,,
1175,Tempea Natural Foods,1009,ND 0011,,,,,,03/06/19,,1,40.5,,,,,,,
1175,Tempea Natural Foods,1009,ND 0011,"Tempeh, Soy - Tempea",KG,1-0000932,1E+11,,03/06/19,40.5,1,40.5,,,,,,,
1176,Caboo Paper Products Inc.,,,,,,,,03/06/19,,3,135,0,6.75,0,6.75,,,
1176,Caboo Paper Products Inc.,1570,2202,,,,,,06/26/19,,3,135,,,,,,,
1176,Caboo Paper Products Inc.,1570,2202,Bamboo Toilet Paper - Caboo,Case,1-0000534,1E+11,,06/26/19,45,3,135,,,,,,,
1177,Artisan Bake Shoppe,,,,,,,,03/06/19,,32,45.48,0,0,0,0,,,
1177,Artisan Bake Shoppe,1048,NADA 030719,,,,,,03/19/19,,32,56.9,,,,,,,
1177,Artisan Bake Shoppe,1048,NADA 030719,French Rolls - Artisan Bake Shoppe,Unit,1-0000121,1E+11,,03/19/19,0.49,20,9.8,,,,,,,
1177,Artisan Bake Shoppe,1048,NADA 030719,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,03/19/19,4.2,6,25.2,,,,,,,
1177,Artisan Bake Shoppe,1048,NADA 030719,German Rye - Artisan Bake Shoppe,Unit,1-0000730,1E+11,,03/19/19,3.65,6,21.9,,,,,,,
1178,Dean's Milkman,,,,,,,,03/07/19,,49,152.7,0,0,0,0,,,
1178,Dean's Milkman,1021,Tam-11771,,,,,,03/12/19,,49,155.14,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"Homo Milk, Organic - Avalon",Unit,1-0000147,1E+11,205,03/12/19,3.19,15,47.85,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"3.25% Whole Milk (Standard), Organic - Avalon",Unit,1-0000150,1E+11,204,03/12/19,3.19,4,12.76,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"2% Milk, Organic - Avalon",Unit,1-0000148,1E+11,202,03/12/19,3.04,7,21.28,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"1% Milk, Organic - Avalon",Unit,1-0000145,1E+11,201,03/12/19,3.05,8,24.4,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"Skim Milk, Organic - Avalon",Unit,1-0000151,1E+11,206,03/12/19,3.03,4,12.12,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"10% Cereal Cream, 1 L - Avalon",Bottle,1-0001061,1E+11,,03/12/19,4.01,2,8.02,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"10% Cereal Cream, 500 ml - Avalon",Bottle,1-0000146,1E+11,207,03/12/19,3.03,2,6.06,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"36% Whipping Cream 500 ml, Organic - Avalon",Unit,1-0000152,1E+11,209,03/12/19,4.07,3,12.21,,,,,,,
1178,Dean's Milkman,1021,Tam-11771,"Chocolate Milk 500 ml, Organic - Avalon",Bottle,1-0000727,1E+11,211,03/12/19,2.61,4,10.44,,,,,,,
1179,Nina's Pierogi,,,,,,,,03/07/19,,80,620,0,0,0,0,,,
1179,Nina's Pierogi,1020,160,,,,,,03/12/19,,80,620,,,,,,,
1179,Nina's Pierogi,1020,160,"Pierogi, Yam Sundried Tomato & Chickpea - Nina's Pierogi",Dozen,1E+11,1E+11,,03/12/19,6.5,20,130,,,,,,,
1179,Nina's Pierogi,1020,160,"Gluten Free Pierogi, Cheddar - Nina's",Dozen,1-0000943,1E+11,,03/12/19,9,20,180,,,,,,,
1179,Nina's Pierogi,1020,160,"Gluten Free Pierogi, Mediterranean - Nina's Pierogi",Dozen,1E+11,1E+11,,03/12/19,9,20,180,,,,,,,
1179,Nina's Pierogi,1020,160,"Pierogi, Beets & Artichoke - Nina's",Dozen,1E+11,1E+11,,03/12/19,6.5,20,130,,,,,,,
1180,Left Coast Naturals,,,,,,,,03/07/19,,14,1561.77,0,10.34,0,10.34,,,
1180,Left Coast Naturals,1017,10170686,,,,,,03/12/19,,14,1455.52,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Garbanzo Flour, Organic",Bag,1-0000187,1E+11,7529,03/12/19,70,1,70,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Hazelnuts, Organic",Bag,1-0000260,1E+11,6005,03/12/19,221.5,1,221.5,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Pecans, Raw Organic",Bag,1-0000268,1E+11,6006,03/12/19,517.2,1,517.2,,,,,,,
1180,Left Coast Naturals,1017,10170686,Spelt Sesame Sticks,Bag,1-0000510,1E+11,1006,03/12/19,81.9,1,81.9,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Lentils, Red Split Organic",Bag,1-0000219,1E+11,2004,03/12/19,59,1,59,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Long Grain Brown Rice, Organic",Bag,1-0000210,1E+11,5010,03/12/19,63.5,1,63.5,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Rice, Short Grain Brown Organic",Bag,1-0000221,1E+11,5009,03/12/19,58.25,1,58.25,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Black Beans, Organic",Bag,1-0000200,1E+11,2002,03/12/19,41,1,41,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Wine Gums, Organic - GoBIO!",Bag,1-0000505,1E+11,8209,03/12/19,121.85,1,121.85,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Buckwheat Groats, Organic",Bag,1-0000201,1E+11,5025,03/12/19,44.25,1,44.25,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Unbleached White Flour, Organic",Bag,1-0000190,1E+11,7510,03/12/19,31.24,1,31.24,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Oats, Rolled Regular Organic",Bag,1-0000220,1E+11,7009,03/12/19,31.5,1,31.5,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Oats, Rolled Gluten Free Organic",Bag,1-0001217,1E+11,7031,03/12/19,67.25,1,67.25,,,,,,,
1180,Left Coast Naturals,1017,10170686,"Forbidden Rice, Organic",Bag,1-0000500,1E+11,5052,03/12/19,47.08,1,47.08,,,,,,,
1181,Artisan Bake Shoppe,,,,,,,,03/09/19,,35,48.8,0,0,0,0,,,
1181,Artisan Bake Shoppe,1018,NADA 031019,,,,,,03/12/19,,35,48.8,,,,,,,
1181,Artisan Bake Shoppe,1018,NADA 031019,Spelt Chocolate Chunk Cookie - Artisan Bake Shoppe,Unit,1-0000560,1E+11,,03/12/19,0.696,25,17.4,,,,,,,
1181,Artisan Bake Shoppe,1018,NADA 031019,German Rye - Artisan Bake Shoppe,Unit,1-0000730,1E+11,,03/12/19,2.92,5,14.6,,,,,,,
1181,Artisan Bake Shoppe,1018,NADA 031019,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,03/12/19,3.36,5,16.8,,,,,,,
1182,Rehoboth Farm,,,,,,,,03/09/19,,4,300,0,0,0,0,,,
1182,Rehoboth Farm,1013,1442,,,,,,03/09/19,,4,300,,,,,,,
1182,Rehoboth Farm,1013,1442,"Large Eggs, Dozen - Rehoboth Farm",Case,1-0000914,1E+11,,03/09/19,75,4,300,,,,,,,
1183,Klippers Organics,,,,,,,,03/09/19,,3,240,0,0,0,0,,,
1183,Klippers Organics,1014,13782,,,,,,03/09/19,,3,240,,,,,,,
1183,Klippers Organics,1014,13782,"Apples, Ambrosia - Klippers Organics",KG,1-0001085,1E+11,,03/09/19,60,1,60,,,,,,,
1183,Klippers Organics,1014,13782,"Apples, Golden - Klippers Organics",KG,1-0001268,1E+11,,03/09/19,30,1,30,,,,,,,
1183,Klippers Organics,1014,13782,"Garlic, Red Russian - Klippers Organics",KG,1-0000896,1E+11,,03/09/19,150,1,150,,,,,,,
1184,Left Coast Naturals,,,,,,,,03/11/19,,6,647.1,0,0,0,0,,,
1184,Left Coast Naturals,1102,10170963,,,,,,03/28/19,,6,592.96,,,,,,,
1184,Left Coast Naturals,1102,10170963,"Chocolate Chips, 65% Organic Fair Trade",Bag,1-0000185,1E+11,8009,03/28/19,202.75,1,202.75,,,,,,,
1184,Left Coast Naturals,1102,10170963,"Steel Cut Oats, Organic",Bag,1-0000077,1E+11,7022,03/28/19,31.5,1,31.5,,,,,,,
1184,Left Coast Naturals,1102,10170963,"Quinoa, White Organic",Bag,1-0000217,1E+11,5001,03/28/19,52.75,1,52.75,,,,,,,
1184,Left Coast Naturals,1102,10170963,"Muesli, Gourmet Organic",Bag,1-0000508,1E+11,7021,03/28/19,95.4,1,95.4,,,,,,,
1184,Left Coast Naturals,1102,10170963,"Fusilli, Quinoa Organic",Bag,1-0000282,1E+11,8503,03/28/19,105.28,2,210.56,,,,,,,
1185,Artisan Bake Shoppe,,,,,,,,03/11/19,,58,59.92,0,0,0,0,,,
1185,Artisan Bake Shoppe,1047,NADA 031219,,,,,,03/19/19,,58,59.92,,,,,,,
1185,Artisan Bake Shoppe,1047,NADA 031219,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,03/19/19,3.36,4,13.44,,,,,,,
1185,Artisan Bake Shoppe,1047,NADA 031219,German Rye - Artisan Bake Shoppe,Unit,1-0000730,1E+11,,03/19/19,2.92,4,11.68,,,,,,,
1185,Artisan Bake Shoppe,1047,NADA 031219,Spelt Chocolate Chunk Cookie - Artisan Bake Shoppe,Unit,1-0000560,1E+11,,03/19/19,0.696,50,34.8,,,,,,,
1186,Horizon Distributors,,,,,,,,03/11/19,,7,329.81,0,0,0,0,,,
1186,Horizon Distributors,1106,690769,,,,,,03/28/19,,6,318.02,,,,,,,
1186,Horizon Distributors,1106,690769,"Cheese, Cheddar, Medium Organic - L'Ancêtre",,1-0000138,1E+11,50057,03/28/19,60.685,2,121.37,,,,,,,
1186,Horizon Distributors,1106,690769,"Cheese, Cheddar, Old Organic - L'Ancêtre",Block,1-0000575,1E+11,50058,03/28/19,57.685,2,115.37,,,,,,,
1186,Horizon Distributors,1106,690769,"Tofu, Pressed Organic - Sunrise",Container,1-0000162,1E+11,40306,03/28/19,40.64,2,81.28,,,,,,,
1187,Holy Homous,,,,,,,,03/12/19,,3,30,0,0,0,0,,,
1187,Holy Homous,1023,512952,,,,,,03/12/19,,3,30,,,,,,,
1187,Holy Homous,1023,512952,"Homous, Original - Holy Homous",KG,1-0000764,1E+11,,03/12/19,10,2,20,,,,,,,
1187,Holy Homous,1023,512952,"Homous, Red Pepper - Holy Homous",KG,1-0000765,1E+11,,03/12/19,10,1,10,,,,,,,
1188,Caboo Paper Products Inc.,,,,,,,,03/12/19,,3,135,0,6.75,0,6.75,,,
1188,Caboo Paper Products Inc.,1569,2223,,,,,,06/26/19,,3,135,,,,,,,
1188,Caboo Paper Products Inc.,1569,2223,Bamboo Toilet Paper (Full Case)- Caboo,Case,1-0001097,1E+11,,06/26/19,45,3,135,,,,,,,
1189,Horizon Distributors,,,,,,,,03/12/19,,12,838.43,0,0,0,0,,,
1189,Horizon Distributors,1035,691379,,,,,,03/15/19,,7,467.07,,,,,,,
1189,Horizon Distributors,1035,691379,"Vanilla Extract, Organic",KG,1-0001146,1E+11,2229,03/15/19,159.72,1,159.72,,,,,,,
1189,Horizon Distributors,1035,691379,"Spaghetti, Kamut, Organic - Artesian Acres",Bag,1-0000710,1E+11,30271,03/15/19,33.47,1,33.47,,,,,,,
1189,Horizon Distributors,1035,691379,"Light Brown Sugar, Organic",Bag,1-0000177,1E+11,44125,03/15/19,116.9,1,116.9,,,,,,,
1189,Horizon Distributors,1035,691379,"Miso, White Shiro Organic - Amano Foods",Container,1-0000392,1E+11,40060,03/15/19,21.85,1,21.85,,,,,,,
1189,Horizon Distributors,1035,691379,"Jam, Raspberry Organic - Crofters",Container,1-0000394,1E+11,42620,03/15/19,59.58,1,59.58,,,,,,,
1189,Horizon Distributors,1035,691379,"Barley, Hulled",Bag,1-0000692,1E+11,342271,03/15/19,40.15,1,40.15,,,,,,,
1189,Horizon Distributors,1035,691379,"Penne, Brown Rice Organic - Tinkyada",Bag,1-0000281,1E+11,30039,03/15/19,35.4,1,35.4,,,,,,,
1190,Left Coast Naturals,,,,,,,,03/12/19,,11,1439.34,0,10.83,0,10.83,,,
1190,Left Coast Naturals,1103,10170964,,,,,,03/28/19,,11,1333.74,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Cashews, Raw Pieces Organic",Bag,1-0000258,1E+11,6007,03/28/19,238.25,1,238.25,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Almonds, Raw Transitional",Bag,1-0001221,1E+11,6028,03/28/19,200,1,200,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Cashews, Whole Raw Organic",Bag,1-0000265,1E+11,6008,03/28/19,285,1,285,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Brazil Nuts, Organic",Bag,1-0000264,1E+11,6024,03/28/19,90.4,1,90.4,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Popcorn, Organic",Bag,1-0000216,1E+11,5020,03/28/19,45.75,1,45.75,,,,,,,
1190,Left Coast Naturals,1103,10170964,Wild Rice Sticks,Bag,1-0000496,1E+11,1007,03/28/19,59.85,1,59.85,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Trail Mix, Fruit & Nut - Left Coast",Bag,1-0000694,1E+11,6014,03/28/19,149,1,149,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Coconut Sugar, Organic",Bag,1-0000172,1E+11,5033,03/28/19,116.5,1,116.5,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Unbleached White Flour, Organic",Bag,1-0000190,1E+11,7510,03/28/19,31.24,1,31.24,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Rice, Short Grain Brown Organic",Bag,1-0000221,1E+11,5009,03/28/19,58.25,1,58.25,,,,,,,
1190,Left Coast Naturals,1103,10170964,"Garbanzo Beans, Organic",Bag,1-0000204,1E+11,2012,03/28/19,59.5,1,59.5,,,,,,,
1191,Artisan Bake Shoppe,,,,,,,,03/12/19,,28,37.12,0,0,0,0,,,
1191,Artisan Bake Shoppe,1120,NADA 031319,,,,,,04/02/19,,24,25.44,,,,,,,
1191,Artisan Bake Shoppe,1120,NADA 031319,Cheesebuns - Artisan Bake Shoppe,Unit,1-0000125,1E+11,,04/02/19,0.6,20,12,,,,,,,
1191,Artisan Bake Shoppe,1120,NADA 031319,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,04/02/19,3.36,4,13.44,,,,,,,
1192,Left Coast Naturals,,,,,,,,03/13/19,,10,1058,0,22.12,0,22.12,,,
1192,Left Coast Naturals,1044,10171027,,,,,,03/19/19,,10,1077.15,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Hemp Seeds, Hulled Organic",Bag,1-0000267,1E+11,3025,03/19/19,242.5,1,242.5,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Almonds, Tamari Roasted Organic",Bag,1-0000257,1E+11,6004,03/19/19,138.6,1,138.6,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Lentils, Green Organic",Bag,1-0000206,1E+11,2019,03/19/19,54.5,1,54.5,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Jasmine Rice, Organic",Bag,1-0000209,1E+11,5053,03/19/19,68.5,1,68.5,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Coconut, Shredded Organic",Bag,1-0000189,1E+11,4012,03/19/19,79.5,1,79.5,,,,,,,
1192,Left Coast Naturals,1044,10171027,Wild Rice Sticks,Bag,1-0000496,1E+11,1007,03/19/19,59.85,1,59.85,,,,,,,
1192,Left Coast Naturals,1044,10171027,Spelt Sesame Sticks,Bag,1-0000510,1E+11,1006,03/19/19,81.9,1,81.9,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Chocolate Almonds, Organic",Bag,1-0000030,1E+11,8004,03/19/19,173.4,1,173.4,,,,,,,
1192,Left Coast Naturals,1044,10171027,"Chocolate Chips, 55% Organic Dairy Free Fair Trade",Bag,1E+11,1E+11,8015,03/19/19,89.2,2,178.4,,,,,,,
1193,Jiva Organics,,,,,,,,03/13/19,,3,475,0,0,0,0,,,
1193,Jiva Organics,1096,128018,,,,,,03/26/19,,3,475,,,,,,,
1193,Jiva Organics,1096,128018,"Peanut Butter, Crunchy Salted Organic",Container,1-0000414,1E+11,NEW-40208,03/26/19,75,1,75,,,,,,,
1193,Jiva Organics,1096,128018,"Peanut Butter, Smooth Unsalted Organic",Container,1-0000415,1E+11,NEW-40205,03/26/19,75,1,75,,,,,,,
1193,Jiva Organics,1096,128018,"Almond Butter, Smooth Organic",Container,1-0000407,1E+11,NEW-40150,03/26/19,325,1,325,,,,,,,
1194,Dean's Milkman,,,,,,,,03/14/19,,69,212.71,0,0,0,0,,,
1194,Dean's Milkman,1032,TAM-11861,,,,,,03/15/19,,64,195.36,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"Homo Milk, Organic - Avalon",Unit,1-0000147,1E+11,205,03/15/19,3.19,15,47.85,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"3.25% Whole Milk (Standard), Organic - Avalon",Unit,1-0000150,1E+11,204,03/15/19,3.19,5,15.95,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"2% Milk, Organic - Avalon",Unit,1-0000148,1E+11,202,03/15/19,3.04,20,60.8,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"1% Milk, Organic - Avalon",Unit,1-0000145,1E+11,201,03/15/19,3.05,7,21.35,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"Skim Milk, Organic - Avalon",Unit,1-0000151,1E+11,206,03/15/19,3.03,2,6.06,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"10% Cereal Cream, 500 ml - Avalon",Bottle,1-0000146,1E+11,207,03/15/19,3.03,10,30.3,,,,,,,
1194,Dean's Milkman,1032,TAM-11861,"Chocolate Milk 500 ml, Organic - Avalon",Bottle,1-0000727,1E+11,211,03/15/19,2.61,5,13.05,,,,,,,
1195,Hives for Humanity,,,,,,,,03/14/19,,1,235,5,0.25,0,5.25,,,
1195,Hives for Humanity,1085,1195,,,,,,03/23/19,,1,235,,,,,,,
1195,Hives for Humanity,1085,1195,Local Honey - Hives for Humanity,Container,1-0000063,1E+11,,03/23/19,235,1,235,,,,,,,
1196,East Van Roasters,,,,,,,,03/14/19,,45,633,0,1.85,0,1.85,,,
1197,Artisan Bake Shoppe,,,,,,,,03/14/19,,108,94.72,0,0,0,0,,,
1197,Artisan Bake Shoppe,1071,NADA 031519,,,,,,03/21/19,,108,94.72,,,,,,,
1197,Artisan Bake Shoppe,1071,NADA 031519,German Rye - Artisan Bake Shoppe,Unit,1-0000730,1E+11,,03/21/19,2.92,4,11.68,,,,,,,
1197,Artisan Bake Shoppe,1071,NADA 031519,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,03/21/19,3.36,4,13.44,,,,,,,
1197,Artisan Bake Shoppe,1071,NADA 031519,Spelt Chocolate Chunk Cookie - Artisan Bake Shoppe,Unit,1-0000560,1E+11,,03/21/19,0.696,100,69.6,,,,,,,
1198,Cowichan Pasta Company,,,,,,,,03/14/19,,30,352,0,0,0,0,,,
1198,Cowichan Pasta Company,1040,1853,,,,,,03/19/19,,30,323.32,,,,,,,
1198,Cowichan Pasta Company,1040,1853,"Creste di Gallo, Organic Spelt - Cowichan Pasta Company",,1-0000046,1E+11,,03/19/19,10.953,10,109.53,,,,,,,
1198,Cowichan Pasta Company,1040,1853,"Fettuccine, Organic Durum - Cowichan Pasta Company",,1-0000047,1E+11,,03/19/19,10.426,10,104.26,,,,,,,
1198,Cowichan Pasta Company,1040,1853,Kamut Campanelle - Cowichan Pasta,,1-0000848,1E+11,,03/19/19,10.953,10,109.53,,,,,,,
1199,The Modern Pantry,,,,,,,,03/14/19,,7,472,0,23.6,0,23.6,,,
1199,The Modern Pantry,1072,1300,,,,,,03/21/19,,7,472,,,,,,,
1199,The Modern Pantry,1072,1300,"Granola, Apple Pecan - Modern Pantry",Container,1-0001093,1E+11,,03/21/19,72,2,144,,,,,,,
1199,The Modern Pantry,1072,1300,"Granola, Lemon Hazelnut - Modern Pantry",Container,1-0001095,1E+11,,03/21/19,72,2,144,,,,,,,
1199,The Modern Pantry,1072,1300,"Granola, Rosemary Sea Salt - Modern Pantry",Container,1-0001094,1E+11,,03/21/19,72,2,144,,,,,,,
1199,The Modern Pantry,1072,1300,Focaccia Crisps - Modern Pantry,Container,1E+11,1E+11,,03/21/19,40,1,40,,,,,,,
1200,Livvy's Bakery,,,,,,,,03/14/19,,80,96,0,0,0,0,,,
1200,Livvy's Bakery,1027,2273,,,,,,03/14/19,,80,96,,,,,,,
1200,Livvy's Bakery,1027,2273,Vegan Chocolate Chip Cookie - Livvy's,,1-0001276,1E+11,,03/14/19,1.2,20,24,,,,,,,
1200,Livvy's Bakery,1027,2273,"Vegan Peanut Butter Cookie, Medium - Livvy's Bakery",Unit,1-0000941,1E+11,,03/14/19,1.2,30,36,,,,,,,
1200,Livvy's Bakery,1027,2273,"Vegan Chocolate Brownie Cookie, Medium - Livvy's Bakery",Unit,1-0000942,1E+11,,03/14/19,1.2,30,36,,,,,,,
1201,Livvy's Bakery,,,,,,,,03/14/19,,80,96,0,0,0,0,,,
1201,Livvy's Bakery,1028,2111,,,,,,03/14/19,,80,96,,,,,,,
1201,Livvy's Bakery,1028,2111,"Vegan Peanut Butter Cookie, Medium - Livvy's Bakery",Unit,1-0000941,1E+11,,03/14/19,1.2,40,48,,,,,,,
1201,Livvy's Bakery,1028,2111,"Vegan Chocolate Brownie Cookie, Medium - Livvy's Bakery",Unit,1-0000942,1E+11,,03/14/19,1.2,40,48,,,,,,,
1202,Left Coast Naturals,,,,,,,,03/14/19,,17,1421.04,0,7.56,0,7.56,,,
1202,Left Coast Naturals,1039,10171124,,,,,,03/19/19,,17,1398.28,,,,,,,
1202,Left Coast Naturals,1039,10171124,"Pine Nuts, Organic",Bag,1-0000275,1E+11,6026,03/19/19,287.5,1,287.5,,,,,,,
