Purchase Order,Vendor,Receipt ID,Vendor Invoice ID,Item,Unit,SKU,Barcode,Vendor Item ID,Date,Cost/Unit,Total Quantity,Total Cost,Shipping&Handling,Taxes,Misc Costs,Total Costs,Correction ID,Delta,Remarks
2000,Horizon Distributors,,,,,,,,07/23/19,,7,340.12,0,0,0,0,,,
2000,Horizon Distributors,1753,7166050,,,,,,07/25/19,,5,267.98,,,,,,,
2000,Horizon Distributors,1753,7166050,"Sugar, Organic Cane",Bag,1-0000194,1E+11,44299,07/25/19,72.91,1,72.91,,,,,,,
2000,Horizon Distributors,1753,7166050,"Cheese, Cheddar, Medium Organic - L'Ancêtre",Bag,1-0000138,1E+11,50057,07/25/19,58.43,2,116.86,,,,,,,
2000,Horizon Distributors,1753,7166050,"Cheese, Cheddar, Old Organic - L'Ancêtre",Block,1-0000575,1E+11,50058,07/25/19,52.27,1,52.27,,,,,,,
2000,Horizon Distributors,1753,7166050,"Mustard, Dijon Organic - La Maison D'Orphée",Container,1-0000391,1E+11,32361,07/25/19,25.94,1,25.94,,,,,,,
2001,Jiva Organics,,,,,,,,07/23/19,,5,637,0,0,0,0,,,
2001,Jiva Organics,1749,132901,,,,,,07/24/19,,3,587,,,,,,,
2001,Jiva Organics,1749,132901,"Sunflower Oil, Organic",Container,1E+11,1E+11,EVR-11427,07/24/19,132,1,132,,,,,,,
2001,Jiva Organics,1749,132901,"Canola Oil, Organic",Container,1E+11,1E+11,EVR-11428,07/24/19,130,1,130,,,,,,,
2001,Jiva Organics,1749,132901,"Almond Butter, Smooth Organic",Container,1-0000407,1E+11,NEW-40150,07/24/19,325,1,325,,,,,,,
2002,Satya Organic Skin Care,,,,,,,,07/23/19,,1,172.8,0,8.64,-17.78,-9.14,,,
2002,Satya Organic Skin Care,1778,1445,,,,,,07/30/19,,1,172.8,,,,,,,
2002,Satya Organic Skin Care,1778,1445,Eczema Balm - Satya Organic Skin Care,Case,1E+11,1E+11,,07/30/19,172.8,1,172.8,,,,,,,
2003,Pocket Rag,,,,,,,,07/24/19,,36,144,0,0,0,0,,,
2003,Pocket Rag,1892,2003,,,,,,08/23/19,,36,144,,,,,,,
2003,Pocket Rag,1892,2003,"Pocket Rag, Organic Flannel",,1-0000326,1E+11,,08/23/19,4,12,48,,,,,,,
2003,Pocket Rag,1892,2003,"Pocket Rag, Ocean",,1-0000327,1E+11,,08/23/19,4,12,48,,,,,,,
2003,Pocket Rag,1892,2003,"Pocket Rag, Ferm",,1E+11,1E+11,,08/23/19,4,12,48,,,,,,,
2004,Teecycle,,,,,,,,07/24/19,,160,1100,0,0,0,0,,,
2005,Plenty + Spare,,,,,,,,07/24/19,,59,888.75,0,15.38,0,15.38,,,
2005,Plenty + Spare,1782,403,,,,,,08/01/19,,57,528.75,,,,,,,
2005,Plenty + Spare,1782,403,"Bar Soap, Ends - Plenty + Spare",Container,1-0000108,1E+11,,08/01/19,20,2,40,,,,,,,
2005,Plenty + Spare,1782,403,OLD Rose + Orange Lip Balm - Plenty + Spare,Case,1-0000377,1E+11,,08/01/19,7.25,25,181.25,,,,,,,
2005,Plenty + Spare,1782,403,"Shampoo Bar, Clairvoyant - Plenty + Spare",Unit,1-0001334,1E+11,,08/01/19,10.25,20,205,,,,,,,
2005,Plenty + Spare,1782,403,"Shampoo Bar, Olive You - Plenty + Spare",Unit,1-0001336,1E+11,,08/01/19,10.25,10,102.5,,,,,,,
2006,Brush Naked,,,,,,,,07/24/19,,685,1996.9,0,99.84,0,99.84,,,
2006,Brush Naked,1961,192849,,,,,,09/05/19,,685,1996.9,,,,,,,
2006,Brush Naked,1961,192849,Adult Soft Activated Charcoal Bristle Toothbrush - Brush Naked,Unit,1-0000733,1E+11,,09/05/19,3.49,50,174.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Medium Toothbrush, White - Brush Naked",Unit,1-0000465,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Soft Toothbrush, White - Brush Naked",Unit,1-0000734,1E+11,,09/05/19,2.99,25,74.75,,,,,,,
2006,Brush Naked,1961,192849,"Adult Medium Toothbrush, Green - Brush Naked",Unit,1-0000898,1E+11,,09/05/19,2.99,25,74.75,,,,,,,
2006,Brush Naked,1961,192849,"Adult Soft Toothbrush, Green - Brush Naked",Unit,1-0000900,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Kids Soft Toothbrush, Green - Brush Naked",Unit,1-0000484,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Medium Toothbrush, Pink - Brush Naked",Unit,1-0000897,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Soft Toothbrush, Pink - Brush Naked",Unit,1-0000899,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Medium Toothbrush, Naked - Brush Naked",Unit,1-0000464,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Adult Soft Toothbrush, Naked - Brush Naked",Unit,1-0000483,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,Bamboo Travel Tube - Brush Naked,Unit,1-0000735,1E+11,,09/05/19,9.99,10,99.9,,,,,,,
2006,Brush Naked,1961,192849,Bamboo Straw - Sip Naked,Unit,1-0001301,1E+11,,09/05/19,0.78,50,39,,,,,,,
2006,Brush Naked,1961,192849,Bamboo Straw Cleaner - Sip Naked,Unit,1-0001302,1E+11,,09/05/19,1.56,25,39,,,,,,,
2006,Brush Naked,1961,192849,"Kids Soft Toothbrush, Naked - Brush Naked",Unit,1E+11,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Kids Soft Toothbrush, Pink - Brush Naked",Unit,1-0000956,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2006,Brush Naked,1961,192849,"Kids Soft Toothbrush, White - Brush Naked",Unit,1-0000957,1E+11,,09/05/19,2.99,50,149.5,,,,,,,
2007,Left Coast Naturals,,,,,,,,07/25/19,,18,1884.68,0,19.76,0,19.76,,,
2007,Left Coast Naturals,1763,10178076,,,,,,07/27/19,,17,1775.99,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Lentils, French Green Organic",Bag,1-0000203,1E+11,2020,07/27/19,69.25,1,69.25,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Garbanzo Beans, Organic",Bag,1-0000204,1E+11,2012,07/27/19,63,1,63,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Quinoa, White Organic",Bag,1-0000217,1E+11,5001,07/27/19,85.25,1,85.25,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Quinoa, Red Organic",Bag,1-0001194,1E+11,5000,07/27/19,75,1,75,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Oats, Quick Organic",Bag,1-0000498,1E+11,7008,07/27/19,31.5,1,31.5,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Oats, Rolled Regular Organic",Bag,1-0000220,1E+11,7009,07/27/19,31.5,2,63,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Unbleached White Flour, Organic",Bag,1-0000190,1E+11,7510,07/27/19,31.24,2,62.48,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Cashews, Raw Pieces Organic",Bag,1-0000258,1E+11,6007,07/27/19,248.25,1,248.25,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Chia Seeds, Black Organic",Bag,1-0000263,1E+11,3017,07/27/19,88,1,88,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Hemp Seeds, Hulled Organic",Bag,1-0000267,1E+11,3025,07/27/19,245.5,1,245.5,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Pumpkin Seeds, Hulled Raw Organic",Bag,1-0000269,1E+11,3001,07/27/19,89.38,1,89.38,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Muesli, Gourmet Organic",Bag,1-0000508,1E+11,7021,07/27/19,95.4,1,95.4,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Cherries, Tart Dried Organic",Bag,1-0000511,1E+11,4032,07/27/19,413.5,1,413.5,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Mango, Dried Organic",Bag,1-0000251,1E+11,4006,07/27/19,52.65,1,52.65,,,,,,,
2007,Left Coast Naturals,1763,10178076,"Medjool Dates, Organic",Box,1-0000509,1E+11,4027,07/27/19,93.83,1,93.83,,,,,,,
2008,Horizon Distributors,,,,,,,,07/25/19,,7,317.39,0,0,0,0,,,
2008,Horizon Distributors,1760,7166844,,,,,,07/26/19,,6,282.42,,,,,,,
2008,Horizon Distributors,1760,7166844,"Tofu, Pressed Organic - Sunrise",Container,1-0000162,1E+11,40306,07/26/19,40.64,3,121.92,,,,,,,
2008,Horizon Distributors,1760,7166844,"Mozzarella Shreds, Daiya",KG,1-0001204,1E+11,50113,07/26/19,89.7,1,89.7,,,,,,,
2008,Horizon Distributors,1760,7166844,"Penne, Brown Rice Organic - Tinkyada",Bag,1-0000281,1E+11,30039,07/26/19,35.4,2,70.8,,,,,,,
2009,Artisan Bake Shoppe,,,,,,,,07/25/19,,62,57.44,0,0,0,0,,,
2009,Artisan Bake Shoppe,1759,NADA 070819,,,,,,07/26/19,,62,57.44,,,,,,,
2009,Artisan Bake Shoppe,1759,NADA 070819,Multigrain- Artisan Bake Shoppe,Unit,1-0000766,1E+11,,07/26/19,3.36,5,16.8,,,,,,,
2009,Artisan Bake Shoppe,1759,NADA 070819,German Rye - Artisan Bake Shoppe,Unit,1-0000730,1E+11,,07/26/19,2.92,2,5.84,,,,,,,
2009,Artisan Bake Shoppe,1759,NADA 070819,Spelt Chocolate Chunk Cookie - Artisan Bake Shoppe,Unit,1-0000560,1E+11,,07/26/19,0.696,40,27.84,,,,,,,
2009,Artisan Bake Shoppe,1759,NADA 070819,Hamburger Buns - Artisan Bake Shoppe,Unit,1-0000126,1E+11,,07/26/19,0.464,15,6.96,,,,,,,
2010,East Van Roasters,,,,,,,,07/25/19,,35,392,0,1.85,0,1.85,,,
2010,East Van Roasters,1769,2345,,,,,,07/30/19,,35,392,,,,,,,
2010,East Van Roasters,1769,2345,"Costa Rica Coffee Beans, Organic Medium Roast - East Van Roasters",Pound,1-0000043,1E+11,,07/30/19,11.2,15,168,,,,,,,
2010,East Van Roasters,1769,2345,"Medium Dark Empress Espresso Coffee Beans, Organic - East Van Roasters",Pound,1-0000239,1E+11,,07/30/19,11.2,15,168,,,,,,,
2010,East Van Roasters,1769,2345,"Decaf Coffee Beans, Organic - East Van Roasters",Pound,1-0000238,1E+11,,07/30/19,11.2,5,56,,,,,,,
2011,Dickie's Ginger,,,,,,,,07/25/19,,7,431,0,16.15,-39,-22.85,,,
2011,Dickie's Ginger,1754,10602,,,,,,07/25/19,,7,431,,,,,,,
2011,Dickie's Ginger,1754,10602,Ginger Beer (Bottled) - Dickie's,Case,1-0000166,1E+11,,07/25/19,45,1,45,,,,,,,
2011,Dickie's Ginger,1754,10602,"Seasonal Flavour, Ginger Beer - Dickie's",Case,1-0000853,1E+11,,07/25/19,54,2,108,,,,,,,
2011,Dickie's Ginger,1754,10602,"Seasonal Flavour, Ginger Beer - Dickie's",Case,1-0000853,1E+11,,07/25/19,54,2,108,,,,,,,
2011,Dickie's Ginger,1754,10602,Ginger Beer (Bulk) - Dickie's,Keg,1-0000844,1E+11,,07/25/19,85,2,170,,,,,,,
2012,Skipper Otto,,,,,,,,07/25/19,,10,75,0,0,0,0,,,
2012,Skipper Otto,1774,1548,,,,,,07/30/19,,10,75,,,,,,,
2012,Skipper Otto,1774,1548,Scallops - Skipper Otto's,KG,1E+11,1E+11,,07/30/19,7.5,10,75,,,,,,,
2013,The Modern Pantry,,,,,,,,07/26/19,,18,660,0,33,0,33,,,
2013,The Modern Pantry,1816,1341,,,,,,08/07/19,,20,640,,,,,,,
2013,The Modern Pantry,1816,1341,"Granola, Apple Pecan - Modern Pantry",Container,1-0001093,1E+11,,08/07/19,36,5,180,,,,,,,
2013,The Modern Pantry,1816,1341,"Granola, Lemon Hazelnut - Modern Pantry",Container,1-0001095,1E+11,,08/07/19,36,5,180,,,,,,,
2013,The Modern Pantry,1816,1341,"Granola, Rosemary Sea Salt - Modern Pantry",Container,1-0001094,1E+11,,08/07/19,36,5,180,,,,,,,
2013,The Modern Pantry,1816,1341,Focaccia Crisps - Modern Pantry,Container,1E+11,1E+11,,08/07/19,20,5,100,,,,,,,
2014,Oneka Elements,,,,,,,,07/26/19,,17,3226.49,0,161.32,0,161.32,,,
2014,Oneka Elements,1957,191128,,,,,,09/05/19,,17,3133.49,,,,,,,
2014,Oneka Elements,1957,191128,Angelica & Lavender Conditioner - Oneka,Container,1-0000775,1E+11,OCL-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,Angelica & Lavender Shampoo - Oneka,Container,1-0000773,1E+11,OSL-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,Cedar & Sage Conditioner - Oneka,Container,1-0000045,1E+11,OCS-20,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,Cedar & Sage Shampoo - Oneka,Container,1-0000106,1E+11,OSS-20,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,Citrus & Goldenseal Conditioner - Oneka,Container,1-0000776,1E+11,OCC-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,Citrus & Goldenseal Shampoo - Oneka,Container,1-0000774,1E+11,OSC-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Conditioner, Unscented - Oneka",Container,1-0000380,1E+11,OCU-20,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Shampoo, Unscented - Oneka",Container,1-0000379,1E+11,OSU-10,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Face Cream, Unscented - Oneka",Container,1-0000385,1E+11,OFU-4N,09/05/19,349.99,1,349.99,,,,,,,
2014,Oneka Elements,1957,191128,"Body Lotion, Angelica & Lavender - Oneka",Container,1E+11,1E+11,OLL-4N,09/05/19,95,1,95,,,,,,,
2014,Oneka Elements,1957,191128,"Body Lotion, Cedar & Sage - Oneka",Container,1E+11,1E+11,OLS-4N,09/05/19,95,1,95,,,,,,,
2014,Oneka Elements,1957,191128,"Body Lotion, Citrus & Goldenseal - Oneka",Container,1E+11,1E+11,OLC-4N,09/05/19,95,1,95,,,,,,,
2014,Oneka Elements,1957,191128,"Body Lotion, Unscented - Oneka",Container,1-0000383,1E+11,OLU-4N,09/05/19,95,1,95,,,,,,,
2014,Oneka Elements,1957,191128,"Shower Gel, Angelica & Lavender - Oneka",Container,1E+11,1E+11,OWL-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Shower Gel, Cedar & Sage - Oneka",Container,1E+11,1E+11,OWS-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Shower Gel, Citrus & Goldenseal - Oneka",Container,1-0000381,1E+11,OWC-20N,09/05/19,209,1,209,,,,,,,
2014,Oneka Elements,1957,191128,"Shower Gel, Unscented - Oneka",Container,1-0000382,1E+11,OWU-10,09/05/19,104.5,1,104.5,,,,,,,
2015,Bite Snacks,,,,,,,,07/26/19,,6,273.6,0,13.68,0,13.68,,,
2015,Bite Snacks,1811,1233,,,,,,08/07/19,,6,273.6,,,,,,,
2015,Bite Snacks,1811,1233,Chocolate Cricket Bar - Bite Snacks,Case,1-0000561,1E+11,,08/07/19,45.6,2,91.2,,,,,,,
2015,Bite Snacks,1811,1233,Peanut Butter Cricket Bar - Bite Snacks,Case,1-0000563,1E+11,,08/07/19,45.6,2,91.2,,,,,,,
2015,Bite Snacks,1811,1233,Ginger Chunk Cricket Bar - Bite Snacks,Case,1-0000562,1E+11,,08/07/19,45.6,2,91.2,,,,,,,
2016,Artisan Bake Shoppe,,,,,,,,07/26/19,,95,64.68,0,0,0,0,,,
2016,Artisan Bake Shoppe,1764,NADA 062419,,,,,,07/27/19,,95,64.68,,,,,,,
2016,Artisan Bake Shoppe,1764,NADA 062419,Cheesebuns - Artisan Bake Shoppe,Unit,1-0000125,1E+11,,07/27/19,0.6,15,9,,,,,,,
2016,Artisan Bake Shoppe,1764,NADA 062419,White Chocolate Emmer Cookie - Artisan Bake Shoppe,Unit,1-0000559,1E+11,,07/27/19,0.696,40,27.84,,,,,,,
2016,Artisan Bake Shoppe,1764,NADA 062419,"Banana Pecan Cookie, Vegan - Artisan Bake Shoppe",Unit,1-0000655,1E+11,,07/27/19,0.696,40,27.84,,,,,,,
2017,Jiva Organics,,,,,,,,07/26/19,,5,400,0,0,0,0,,,
2017,Jiva Organics,1767,133057,,,,,,07/29/19,,5,400,,,,,,,
2017,Jiva Organics,1767,133057,"Peanut Butter, Crunchy Salted Organic",Container,1-0000414,1E+11,NEW-40208,07/29/19,75,2,150,,,,,,,
2017,Jiva Organics,1767,133057,"Peanut Butter, Smooth Unsalted Organic",Container,1-0000415,1E+11,NEW-40205,07/29/19,75,2,150,,,,,,,
2017,Jiva Organics,1767,133057,"Tahini, Raw Organic",Container,1-0000417,1E+11,NEW-40114,07/29/19,100,1,100,,,,,,,
2018,Black Sheep Vegan Cheeze,,,,,,,,07/26/19,,6.5,273,0,0,28,28,,,
2018,Black Sheep Vegan Cheeze,1756,852,,,,,,07/26/19,,6.5,273,,,,,,,
2018,Black Sheep Vegan Cheeze,1756,852,"Smoked Vouda, Black Sheep Vegan Cheeze",KG,1-0000924,1E+11,,07/26/19,42,1.5,63,,,,,,,
2018,Black Sheep Vegan Cheeze,1756,852,"Veta, Black Sheep Vegan Cheeze",KG,1-0000923,1E+11,,07/26/19,42,2,84,,,,,,,
2018,Black Sheep Vegan Cheeze,1756,852,"Voursin, Black Sheep Vegan Cheeze",KG,1-0000922,1E+11,,07/26/19,42,1.5,63,,,,,,,
2018,Black Sheep Vegan Cheeze,1756,852,"Vozzarella, Black Sheep Vegan Cheeze",KG,1-0000961,1E+11,,07/26/19,42,1.5,63,,,,,,,
2019,Rehoboth Farm,,,,,,,,07/27/19,,5,375,0,0,-225,-225,,,
2019,Rehoboth Farm,1765,1663,,,,,,07/27/19,,5,375,,,,,,,
2019,Rehoboth Farm,1765,1663,"Large Eggs, Dozen - Rehoboth Farm",Case,1-0000914,1E+11,,07/27/19,75,5,375,,,,,,,
2020,Dean's Milkman,,,,,,,,07/28/19,,70,261.12,0,0,0,0,,,
2020,Dean's Milkman,1773,Tam-13967,,,,,,07/30/19,,70,261.12,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"Homo Milk, BIG 1.89 L, Organic - Avalon",Unit,1-0001286,1E+11,225,07/30/19,5.52,10,55.2,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"Homo Milk, Organic - Avalon",Bottle,1-0000147,1E+11,205,07/30/19,3.19,14,44.66,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"2% Milk, BIG 1.89 L, Organic - Avalon",Unit,1-0001285,1E+11,222,07/30/19,5.44,4,21.76,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"2% Milk, Organic - Avalon",Bottle,1-0000148,1E+11,202,07/30/19,3.04,12,36.48,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"10% Cereal Cream, 1 L - Avalon",Unit,1-0001061,1E+11,,07/30/19,4.01,5,20.05,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"10% Cereal Cream, 500 ml - Avalon",Bottle,1-0000146,1E+11,207,07/30/19,3.08,8,24.64,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"36% Whipping Cream 500 ml, Organic - Avalon",Bottle,1-0000152,1E+11,209,07/30/19,4.07,4,16.28,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"Chocolate Milk, 1 L Organic - Avalon",Bottle,1-0000149,1E+11,,07/30/19,4.36,2,8.72,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"Chocolate Milk 500 ml, Organic - Avalon",Bottle,1-0000727,1E+11,211,07/30/19,2.61,2,5.22,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"Skim Milk, Organic - Avalon",Bottle,1-0000151,1E+11,206,07/30/19,3.03,2,6.06,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"3.25% Whole Milk (Standard), Organic - Avalon",Bottle,1-0000150,1E+11,204,07/30/19,3.19,5,15.95,,,,,,,
2020,Dean's Milkman,1773,Tam-13967,"1% Milk, Organic - Avalon",Bottle,1-0000145,1E+11,201,07/30/19,3.05,2,6.1,,,,,,,
2021,Lakehouse Foods,,,,,,,,07/29/19,,13,357.5,0,0,0,0,,,
2021,Lakehouse Foods,1817,1089,,,,,,08/07/19,,6,178.75,,,,,,,
2021,Lakehouse Foods,1817,1089,"Crackers, Spelt & Sesame - Lakehouse Foods",KG,1-0000288,1E+11,,08/07/19,27.5,2,55,,,,,,,
2021,Lakehouse Foods,1817,1089,"Crackers, Rye & Caraway - Lakehouse Foods",KG,1-0000287,1E+11,,08/07/19,27.5,2,55,,,,,,,
2021,Lakehouse Foods,1817,1089,"Crackers, Vegan - Lakehouse Foods",KG,1E+11,1E+11,,08/07/19,34.375,2,68.75,,,,,,,
2022,Hoochy ‘Booch Kombucha,,,,,,,,07/29/19,,5,480,0,24,0,24,,,
2022,Hoochy ‘Booch Kombucha,1781,3640,,,,,,08/01/19,,6,520,,,,,,,
2022,Hoochy ‘Booch Kombucha,1781,3640,Blue Valentine Kombucha- Hoochy 'Booch,Keg,1-0001215,1E+11,,08/01/19,110,2,220,,,,,,,
2022,Hoochy ‘Booch Kombucha,1781,3640,Lady Grey Kombucha - Hoochy 'Booch,Keg,1-0000457,1E+11,,08/01/19,110,2,220,,,,,,,
2022,Hoochy ‘Booch Kombucha,1781,3640,CO2 Refill,Unit,1-0000811,1E+11,40,08/01/19,40,2,80,,,,,,,
2023,Left Coast Naturals,,,,,,,,07/29/19,,22,1874.39,0,29.51,0,29.51,,,
2023,Left Coast Naturals,1788,10178250,,,,,,08/01/19,,22,1950.66,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Almonds, Raw Transitional",Bag,1-0001221,1E+11,6028,08/01/19,200,1,200,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Black Beans, Organic",Bag,1-0000200,1E+11,2002,08/01/19,42.5,1,42.5,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Chocolate Almonds, Organic",Bag,1-0000030,1E+11,8004,08/01/19,173.4,2,346.8,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Chocolate Chips, 55% Organic Dairy Free Fair Trade",Bag,1E+11,1E+11,8015,08/01/19,92.1,1,92.1,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Chocolate Chips, 65% Organic Fair Trade",Bag,1-0000185,1E+11,8009,08/01/19,202.75,1,202.75,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Coconut Sugar, Organic",Bag,1-0000172,1E+11,5033,08/01/19,116.5,1,116.5,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Cranberries, Dried Organic",Bag,1-0000693,1E+11,4002,08/01/19,63.8,1,63.8,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Flax Seeds, Brown Organic",Bag,1-0001206,1E+11,3008,08/01/19,49.25,1,49.25,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Garbanzo Beans, Organic",Bag,1-0000204,1E+11,2012,08/01/19,63,1,63,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Lentils, Green Organic",Bag,1-0000206,1E+11,2019,08/01/19,56,1,56,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Medjool Dates, Organic",Box,1-0000509,1E+11,4027,08/01/19,93.83,2,187.66,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Beans, Pinto Organic",Bag,1-0000215,1E+11,2005,08/01/19,62.5,1,62.5,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Popcorn, Organic",Bag,1-0000216,1E+11,5020,08/01/19,47.25,1,47.25,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Raisins, Thompson Organic",Bag,1-0000250,1E+11,4008,08/01/19,113.7,1,113.7,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Sour Worms, Organic Non-Vegan - GoBIO!",Bag,1-0000506,1E+11,8208,08/01/19,128.26,1,128.26,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Steel Cut Oats, Organic",Bag,1-0000077,1E+11,7022,08/01/19,31.5,1,31.5,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Unbleached White Flour, Organic",Bag,1-0000190,1E+11,7510,08/01/19,31.24,1,31.24,,,,,,,
2023,Left Coast Naturals,1788,10178250,"Whole Wheat Flour, Organic",Bag,1-0000191,1E+11,7536,08/01/19,28,2,56,,,,,,,
2023,Left Coast Naturals,1788,10178250,Wild Rice Sticks,Bag,1-0000496,1E+11,1007,08/01/19,59.85,1,59.85,,,,,,,
2024,Westpoint Naturals,,,,,,,,07/29/19,,28,1935.32,0,42,0,42,,,
2024,Westpoint Naturals,1790,146544,,,,,,08/02/19,,24,1493.59,,,,,,,
2024,Westpoint Naturals,1790,146544,Arrowroot Powder,Bag,1-0000535,1E+11,22005,08/02/19,61.6,2,123.2,,,,,,,
2024,Westpoint Naturals,1790,146544,"Delish Fish, Organic Vegan",Case,1-0001168,1E+11,90795,08/02/19,105,2,210,,,,,,,
2024,Westpoint Naturals,1790,146544,"Fruit Bears, Organic Vegan",Case,1-0001169,1E+11,90145,08/02/19,105,2,210,,,,,,,
2024,Westpoint Naturals,1790,146544,"Gluten-Free Flour Mix, All Purpose Organic",Bag,1-0000543,1E+11,60874,08/02/19,66,1,66,,,,,,,
2024,Westpoint Naturals,1790,146544,"Gluten-Free Flour Mix, Brown Rice Sorghum Organic",Bag,1-0000544,1E+11,60944,08/02/19,57.2,1,57.2,,,,,,,
2024,Westpoint Naturals,1790,146544,"Oat Flour, Organic",Case,1-0001171,1E+11,23684,08/02/19,44,1,44,,,,,,,
2024,Westpoint Naturals,1790,146544,"Orzo, Pasta",Case,1E+11,1E+11,30453,08/02/19,30,4,120,,,,,,,
2024,Westpoint Naturals,1790,146544,"Poppy Seeds, Organic",Bag,1-0000547,1E+11,80405,08/02/19,26.84,1,26.84,,,,,,,
2024,Westpoint Naturals,1790,146544,"Quinoa, Tri Colour Organic",Bag,1E+11,1E+11,60994,08/02/19,105,1,105,,,,,,,
2024,Westpoint Naturals,1790,146544,"Sour Worms, 92% Organic Vegan",Case,1E+11,1E+11,90695,08/02/19,105,2,210,,,,,,,
2024,Westpoint Naturals,1790,146544,"Soy Protein, Textured Minces",Case,1-0001172,1E+11,21245,08/02/19,25.3,1,25.3,,,,,,,
2024,Westpoint Naturals,1790,146544,"Tapioca Starch, Organic",Bag,1-0000545,1E+11,60883,08/02/19,29.7,2,59.4,,,,,,,
2024,Westpoint Naturals,1790,146544,"Tomato Halves, Dried Roma Organic",Bag,1-0000542,1E+11,60165,08/02/19,79.2,1,79.2,,,,,,,
2024,Westpoint Naturals,1790,146544,Xanthan Gum,Bag,1-0000537,1E+11,21805,08/02/19,80.5,1,80.5,,,,,,,
2024,Westpoint Naturals,1790,146544,"Yeast, Regular Active",Bag,1-0000539,1E+11,21664,08/02/19,62.15,1,62.15,,,,,,,
2024,Westpoint Naturals,1790,146544,"Ginger Powder, Organic",Bag,1-0000059,1E+11,36894,08/02/19,14.8,1,14.8,,,,,,,
2025,Denman Island Chocolate,,,,,,,,07/29/19,,4,440,0,0,0,0,,,
2025,Denman Island Chocolate,1791,208426,,,,,,08/02/19,,4,440,,,,,,,
